Day,Time,Student,Activity,Score
2,21:56:15,S064,Week 1 homework,0.5
2,21:57:45,S064,Week 1 homework,0.5
2,21:59:14,S064,Week 1 homework,0.0
2,22:04:08,S018,Week 1 quiz,0.49
2,22:06:23,S064,Week 1 homework,0.5
2,22:16:46,S256,Week 1 homework,0.5
2,22:26:34,S030,Week 1 quiz,0.43
2,22:28:53,S030,Week 1 quiz,0.50
2,22:31:27,S078,Week 1 quiz,0.37
2,22:42:12,S078,Week 1 quiz,0.43
2,22:51:42,S078,Week 1 quiz,0.46
2,22:52:00,S081,Week 1 homework,0.5
2,22:54:43,S078,Week 1 quiz,0.49
2,23:19:04,S128,Week 1 quiz,0.42
2,23:20:27,S278,Week 1 quiz,0.47
2,23:25:17,S128,Week 1 quiz,0.50
2,23:36:40,S278,Week 1 quiz,0.48
2,23:40:31,S278,Week 1 quiz,0.50
2,23:41:34,S193,Week 1 quiz,0.50
3,07:45:41,S345,Week 1 homework,0.5
3,07:51:53,S345,Week 1 quiz,0.49
3,08:02:49,S345,Week 1 quiz,0.46
3,08:06:15,S345,Week 1 quiz,0.50
3,08:16:56,S022,Week 1 quiz,0.49
3,08:34:00,S022,Week 1 quiz,0.50
3,08:50:29,S104,Week 1 homework,0.5
3,09:10:25,S376,Week 1 quiz,0.50
3,09:57:19,S027,Week 1 homework,0.5
3,10:23:37,S272,Week 1 homework,0.5
3,10:25:20,S326,Week 1 quiz,0.43
3,10:28:11,S272,Week 1 quiz,0.41
3,10:35:57,S272,Week 1 quiz,0.50
3,10:39:41,S334,Week 1 quiz,0.45
3,10:48:45,S339,Week 1 homework,0.5
3,10:51:00,S339,Week 1 quiz,0.44
3,10:51:59,S334,Week 1 quiz,0.50
3,10:56:35,S326,Week 1 quiz,0.47
3,11:00:13,S339,Week 1 quiz,0.46
3,11:03:04,S036,Week 1 quiz,0.47
3,11:03:31,S326,Week 1 quiz,0.50
3,11:04:45,S339,Week 1 quiz,0.50
3,11:23:56,S289,Week 1 quiz,0.43
3,11:41:22,S289,Week 1 quiz,0.46
3,11:45:23,S186,Week 1 quiz,0.47
3,12:29:59,S369,Week 1 quiz,0.42
3,12:31:10,S354,Week 1 homework,0.5
3,12:35:18,S354,Week 1 quiz,0.42
3,12:37:38,S369,Week 1 quiz,0.50
3,12:43:37,S255,Week 1 quiz,0.47
3,12:51:56,S255,Week 1 quiz,0.50
3,12:55:20,S015,Week 1 quiz,0.50
3,12:56:56,S029,Week 1 quiz,0.43
3,13:07:16,S029,Week 1 quiz,0.48
3,13:09:58,S029,Week 1 quiz,0.43
3,13:12:19,S114,Week 1 quiz,0.47
3,13:13:06,S029,Week 1 quiz,0.50
3,13:20:30,S064,Week 1 quiz,0.43
3,13:24:08,S114,Week 1 quiz,0.50
3,13:32:20,S029,Week 1 homework,0.5
3,13:33:37,S255,Week 1 homework,0.5
3,13:36:43,S255,Week 1 homework,-
3,13:37:34,S314,Week 1 quiz,0.35
3,13:37:43,S255,Week 1 homework,0.5
3,13:49:11,S114,Week 1 homework,0.5
3,13:49:22,S314,Week 1 quiz,0.35
3,13:50:05,S085,Week 1 quiz,0.45
3,13:50:42,S150,Week 1 homework,0.5
3,13:52:52,S314,Week 1 quiz,0.42
3,13:53:07,S216,Week 1 quiz,0.46
3,13:58:24,S314,Week 1 quiz,0.50
3,14:01:24,S219,Week 1 quiz,0.44
3,14:02:48,S085,Week 1 quiz,0.46
3,14:06:18,S085,Week 1 quiz,0.46
3,14:07:30,S150,Week 1 quiz,0.35
3,14:07:43,S334,Week 1 homework,0.5
3,14:08:54,S085,Week 1 quiz,0.50
3,14:12:01,S219,Week 1 quiz,0.46
3,14:12:21,S340,Week 1 quiz,0.42
3,14:15:34,S219,Week 1 quiz,0.46
3,14:18:07,S219,Week 1 quiz,0.46
3,14:18:12,S150,Week 1 quiz,0.42
3,14:18:58,S340,Week 1 quiz,0.46
3,14:19:06,S220,Week 1 quiz,0.44
3,14:20:40,S150,Week 1 quiz,0.42
3,14:22:34,S340,Week 1 quiz,0.46
3,14:24:17,S340,Week 1 quiz,0.46
3,14:24:39,S219,Week 1 quiz,0.50
3,14:27:32,S340,Week 1 quiz,0.48
3,14:28:41,S369,Week 1 homework,0.5
3,14:29:11,S340,Week 1 quiz,0.50
3,14:46:13,S071,Week 1 homework,0.5
3,14:47:42,S071,Week 1 quiz,0.32
3,14:52:28,S329,Week 1 homework,0.5
3,14:53:06,S071,Week 1 quiz,0.42
3,14:54:59,S071,Week 1 quiz,0.46
3,14:58:52,S071,Week 1 quiz,0.46
3,15:01:02,S379,Week 1 quiz,0.44
3,15:01:12,S269,Week 1 quiz,0.50
3,15:01:15,S126,Week 1 quiz,0.50
3,15:01:25,S071,Week 1 quiz,0.50
3,15:03:06,S325,Week 1 homework,0.5
3,15:04:51,S242,Week 1 quiz,0.38
3,15:05:01,S061,Week 1 quiz,0.28
3,15:10:36,S379,Week 1 quiz,0.46
3,15:10:40,S209,Week 1 quiz,0.50
3,15:11:58,S126,Week 1 homework,0.5
3,15:12:46,S088,Week 1 homework,0.5
3,15:14:47,S088,Week 1 quiz,0.38
3,15:14:56,S379,Week 1 quiz,0.50
3,15:15:03,S069,Week 1 quiz,0.49
3,15:21:09,S008,Week 1 homework,0.5
3,15:21:13,S269,Week 1 homework,0.0
3,15:21:24,S242,Week 1 quiz,0.42
3,15:22:16,S069,Week 1 quiz,0.50
3,15:22:56,S088,Week 1 quiz,0.41
3,15:23:16,S144,Week 1 homework,-
3,15:26:08,S088,Week 1 quiz,0.46
3,15:28:50,S088,Week 1 quiz,0.50
3,15:33:11,S346,Week 1 quiz,0.40
3,15:39:06,S278,Week 1 homework,0.5
3,15:40:07,S242,Week 1 quiz,0.46
3,15:43:30,S109,Week 1 homework,0.5
3,15:44:09,S379,Week 1 homework,0.5
3,15:45:15,S303,Week 1 quiz,0.50
3,15:47:55,S090,Week 1 quiz,0.46
3,15:53:41,S179,Week 1 homework,0.5
3,15:55:38,S363,Week 1 homework,0.5
3,15:56:26,S090,Week 1 quiz,0.50
3,16:03:32,S227,Week 1 quiz,0.46
3,16:11:29,S227,Week 1 quiz,0.42
3,16:15:23,S227,Week 1 quiz,0.46
3,16:18:24,S239,Week 1 quiz,0.34
3,16:18:32,S227,Week 1 quiz,0.50
3,16:18:50,S338,Week 1 quiz,0.40
3,16:19:47,S204,Week 1 homework,0.5
3,16:21:15,S340,Week 1 homework,0.5
3,16:21:20,S090,Week 1 homework,0.5
3,16:24:24,S089,Week 1 quiz,0.47
3,16:27:15,S338,Week 1 quiz,0.35
3,16:28:59,S367,Week 1 quiz,0.40
3,16:30:38,S069,Week 1 homework,0.5
3,16:32:20,S178,Week 1 quiz,0.43
3,16:32:42,S028,Week 1 homework,-
3,16:33:22,S348,Week 1 homework,-
3,16:36:47,S028,Week 1 quiz,0.47
3,16:39:13,S015,Week 1 homework,0.5
3,16:40:25,S227,Week 1 homework,0.5
3,16:41:07,S060,Week 1 quiz,0.46
3,16:41:09,S133,Week 1 homework,0.5
3,16:44:28,S367,Week 1 quiz,0.42
3,16:44:48,S133,Week 1 quiz,0.46
3,16:46:26,S269,Week 1 homework,0.5
3,16:46:46,S178,Week 1 quiz,0.46
3,16:47:30,S028,Week 1 quiz,0.50
3,16:48:13,S060,Week 1 quiz,0.44
3,16:49:01,S178,Week 1 quiz,0.50
3,16:49:47,S133,Week 1 quiz,0.46
3,16:49:47,S242,Week 1 homework,0.5
3,16:50:08,S163,Week 1 quiz,0.00
3,16:51:22,S060,Week 1 quiz,0.46
3,16:51:38,S133,Week 1 quiz,0.46
3,16:53:48,S060,Week 1 quiz,0.50
3,16:54:24,S208,Week 1 homework,0.5
3,16:54:40,S289,Week 1 homework,0.5
3,16:55:28,S133,Week 1 quiz,0.50
3,16:56:27,S218,Week 1 quiz,0.42
3,16:58:15,S048,Week 1 homework,0.5
3,16:58:27,S066,Week 1 quiz,0.46
3,16:59:16,S344,Week 1 homework,0.5
3,17:00:02,S303,Week 1 homework,-
3,17:00:58,S092,Week 1 quiz,0.47
3,17:01:09,S305,Week 1 quiz,0.49
3,17:02:39,S242,Week 1 quiz,0.46
3,17:03:37,S018,Week 1 homework,0.5
3,17:03:38,S001,Week 1 quiz,0.34
3,17:06:39,S066,Week 1 quiz,0.50
3,17:07:08,S071,Week 1 homework,0.0
3,17:10:11,S048,Week 1 quiz,0.45
3,17:12:06,S341,Week 1 homework,-
3,17:15:18,S103,Week 1 quiz,0.47
3,17:16:17,S109,Week 1 quiz,0.33
3,17:16:34,S001,Week 1 quiz,0.36
3,17:18:53,S075,Week 1 quiz,0.50
3,17:19:47,S373,Week 1 homework,0.5
3,17:19:51,S305,Week 1 quiz,0.46
3,17:19:55,S001,Week 1 quiz,0.46
3,17:21:13,S060,Week 1 homework,0.5
3,17:22:14,S103,Week 1 quiz,0.46
3,17:22:41,S106,Week 1 homework,0.5
3,17:23:08,S048,Week 1 quiz,0.46
3,17:23:14,S001,Week 1 quiz,0.46
3,17:23:46,S305,Week 1 quiz,0.50
3,17:24:04,S109,Week 1 quiz,0.50
3,17:24:14,S103,Week 1 quiz,0.50
3,17:25:03,S266,Week 1 quiz,0.48
3,17:26:22,S048,Week 1 quiz,0.50
3,17:28:10,S373,Week 1 quiz,0.35
3,17:28:44,S106,Week 1 quiz,0.38
3,17:28:54,S001,Week 1 quiz,0.50
3,17:29:00,S199,Week 1 quiz,0.48
3,17:29:37,S062,Week 1 quiz,0.40
3,17:32:11,S206,Week 1 homework,0.5
3,17:33:33,S316,Week 1 homework,0.5
3,17:35:17,S040,Week 1 quiz,0.40
3,17:35:30,S199,Week 1 quiz,0.50
3,17:37:15,S266,Week 1 quiz,0.50
3,17:38:30,S373,Week 1 quiz,0.48
3,17:39:36,S106,Week 1 quiz,0.43
3,17:41:09,S354,Week 1 quiz,0.49
3,17:41:23,S351,Week 1 homework,0.5
3,17:41:31,S373,Week 1 quiz,0.46
3,17:41:37,S159,Week 1 homework,0.5
3,17:42:54,S106,Week 1 quiz,0.50
3,17:43:24,S338,Week 1 quiz,0.48
3,17:43:52,S208,Week 1 quiz,0.46
3,17:44:10,S079,Week 1 homework,0.5
3,17:45:50,S062,Week 1 quiz,0.43
3,17:46:04,S354,Week 1 quiz,0.46
3,17:46:55,S338,Week 1 quiz,0.46
3,17:48:28,S062,Week 1 quiz,0.46
3,17:48:34,S338,Week 1 quiz,0.50
3,17:49:30,S089,Week 1 homework,0.5
3,17:49:32,S354,Week 1 quiz,0.50
3,17:50:59,S062,Week 1 quiz,0.50
3,17:51:08,S118,Week 1 quiz,0.47
3,17:53:05,S194,Week 1 quiz,0.47
3,17:53:51,S361,Week 1 homework,0.5
3,17:54:29,S103,Week 1 homework,0.5
3,17:55:32,S356,Week 1 quiz,0.44
3,17:56:08,S361,Week 1 quiz,0.43
3,17:58:51,S023,Week 1 quiz,0.43
3,18:03:37,S280,Week 1 quiz,0.44
3,18:04:25,S361,Week 1 quiz,0.46
3,18:05:28,S190,Week 1 quiz,0.28
3,18:05:35,S089,Week 1 quiz,0.46
3,18:06:26,S003,Week 1 quiz,0.35
3,18:06:59,S258,Week 1 quiz,0.44
3,18:07:16,S361,Week 1 quiz,0.50
3,18:08:17,S031,Week 1 quiz,0.47
3,18:09:01,S089,Week 1 quiz,0.46
3,18:10:12,S356,Week 1 quiz,0.46
3,18:10:45,S378,Week 1 quiz,0.41
3,18:12:55,S266,Week 1 homework,0.5
3,18:13:29,S089,Week 1 quiz,0.50
3,18:14:50,S103,Week 1 homework,0.5
3,18:15:22,S023,Week 1 quiz,0.46
3,18:15:46,S356,Week 1 quiz,0.50
3,18:15:49,S003,Week 1 quiz,0.50
3,18:17:58,S258,Week 1 quiz,0.46
3,18:19:15,S178,Week 1 homework,0.5
3,18:20:49,S258,Week 1 quiz,0.50
3,18:21:03,S373,Week 1 quiz,0.49
3,18:22:52,S373,Week 1 quiz,0.50
3,18:22:55,S305,Week 1 homework,0.5
3,18:24:11,S333,Week 1 homework,0.5
3,18:24:33,S297,Week 1 quiz,0.39
3,18:27:34,S297,Week 1 quiz,0.48
3,18:29:50,S224,Week 1 quiz,0.42
3,18:29:56,S084,Week 1 quiz,0.34
3,18:30:31,S333,Week 1 homework,0.5
3,18:31:20,S333,Week 1 quiz,0.46
3,18:31:49,S023,Week 1 quiz,0.50
3,18:32:48,S199,Week 1 homework,0.5
3,18:33:21,S118,Week 1 quiz,0.43
3,18:34:47,S280,Week 1 quiz,0.49
3,18:35:42,S118,Week 1 quiz,0.50
3,18:36:18,S194,Week 1 quiz,0.50
3,18:37:34,S043,Week 1 quiz,0.50
3,18:39:27,S224,Week 1 quiz,0.42
3,18:39:27,S280,Week 1 quiz,0.50
3,18:39:33,S213,Week 1 quiz,0.45
3,18:40:09,S021,Week 1 quiz,0.47
3,18:42:42,S224,Week 1 quiz,0.50
3,18:43:47,S084,Week 1 quiz,0.44
3,18:44:35,S297,Week 1 quiz,0.49
3,18:45:04,S226,Week 1 quiz,0.38
3,18:45:32,S058,Week 1 homework,0.5
3,18:45:57,S058,Week 1 quiz,0.46
3,18:46:30,S297,Week 1 quiz,0.50
3,18:47:30,S176,Week 1 quiz,0.39
3,18:47:32,S181,Week 1 homework,-
3,18:48:47,S021,Week 1 quiz,0.50
3,18:49:27,S213,Week 1 quiz,0.46
3,18:50:21,S190,Week 1 quiz,0.41
3,18:51:01,S023,Week 1 homework,-
3,18:53:54,S025,Week 1 quiz,0.50
3,18:54:06,S190,Week 1 quiz,0.46
3,18:59:10,S378,Week 1 quiz,0.48
3,19:02:53,S264,Week 1 quiz,0.50
3,19:03:16,S273,Week 1 homework,0.5
3,19:03:52,S005,Week 1 homework,0.5
3,19:04:25,S323,Week 1 quiz,0.50
3,19:04:27,S005,Week 1 quiz,0.46
3,19:05:24,S181,Week 1 homework,0.5
3,19:06:43,S176,Week 1 quiz,0.43
3,19:09:46,S176,Week 1 quiz,0.50
3,19:16:00,S005,Week 1 quiz,0.38
3,19:18:33,S194,Week 1 homework,0.5
3,19:21:06,S382,Week 1 quiz,0.47
3,19:22:58,S360,Week 1 homework,0.5
3,19:26:49,S349,Week 1 quiz,0.35
3,19:30:00,S383,Week 1 quiz,0.41
3,19:32:38,S310,Week 1 homework,0.5
3,19:35:39,S360,Week 1 quiz,0.40
3,19:35:48,S338,Week 1 homework,0.5
3,19:35:57,S293,Week 1 quiz,0.40
3,19:36:53,S176,Week 1 homework,0.5
3,19:37:34,S139,Week 1 quiz,0.21
3,19:37:42,S149,Week 1 quiz,0.48
3,19:40:45,S336,Week 1 homework,0.5
3,19:40:46,S383,Week 1 quiz,0.50
3,19:41:11,S296,Week 1 quiz,0.44
3,19:46:24,S180,Week 1 quiz,0.36
3,19:51:37,S218,Week 1 homework,0.5
3,19:53:22,S360,Week 1 quiz,0.46
3,19:55:51,S360,Week 1 quiz,0.50
3,19:56:22,S229,Week 1 quiz,0.43
3,19:56:45,S076,Week 1 homework,0.5
3,19:56:57,S251,Week 1 quiz,0.37
3,19:56:58,S140,Week 1 quiz,0.46
3,19:57:24,S242,Week 1 quiz,0.50
3,19:58:58,S382,Week 1 quiz,0.43
3,19:59:07,S297,Week 1 homework,0.5
3,20:00:08,S040,Week 1 homework,0.5
3,20:01:19,S059,Week 1 quiz,0.43
3,20:01:36,S191,Week 1 homework,0.5
3,20:02:10,S184,Week 1 quiz,0.43
3,20:02:12,S325,Week 1 quiz,0.46
3,20:03:12,S382,Week 1 quiz,0.50
3,20:04:53,S325,Week 1 quiz,0.49
3,20:05:37,S049,Week 1 homework,-
3,20:05:58,S049,Week 1 homework,0.0
3,20:06:48,S049,Week 1 homework,0.5
3,20:06:49,S059,Week 1 quiz,0.41
3,20:07:06,S325,Week 1 quiz,0.46
3,20:07:46,S263,Week 1 quiz,0.33
3,20:07:57,S229,Week 1 quiz,0.46
3,20:08:58,S325,Week 1 quiz,0.50
3,20:09:40,S124,Week 1 homework,0.5
3,20:10:30,S287,Week 1 homework,-
3,20:12:18,S278,Week 1 homework,0.5
3,20:12:30,S209,Week 1 homework,0.5
3,20:17:01,S129,Week 1 homework,0.5
3,20:17:01,S383,Week 1 homework,0.5
3,20:17:08,S362,Week 1 quiz,0.32
3,20:18:01,S299,Week 1 quiz,0.48
3,20:18:48,S207,Week 1 homework,0.5
3,20:20:39,S263,Week 1 quiz,0.43
3,20:20:54,S382,Week 1 homework,0.5
3,20:22:48,S299,Week 1 quiz,0.50
3,20:24:58,S154,Week 1 homework,0.5
3,20:27:16,S129,Week 1 quiz,0.46
3,20:28:08,S276,Week 1 quiz,0.46
3,20:28:34,S263,Week 1 quiz,0.50
3,20:28:37,S191,Week 1 quiz,0.47
3,20:30:10,S296,Week 1 homework,0.5
3,20:30:54,S296,Week 1 quiz,0.43
3,20:30:59,S336,Week 1 quiz,0.46
3,20:31:21,S362,Week 1 quiz,0.37
3,20:33:09,S184,Week 1 homework,0.5
3,20:33:33,S296,Week 1 quiz,0.46
3,20:34:16,S129,Week 1 quiz,0.50
3,20:34:21,S197,Week 1 quiz,0.41
3,20:34:32,S101,Week 1 quiz,0.41
3,20:35:03,S226,Week 1 homework,0.5
3,20:35:45,S362,Week 1 quiz,0.46
3,20:40:13,S362,Week 1 quiz,0.50
3,20:40:18,S336,Week 1 quiz,0.43
3,20:43:55,S367,Week 1 homework,-
3,20:44:23,S128,Week 1 homework,0.5
3,20:45:42,S276,Week 1 quiz,0.43
3,20:45:47,S336,Week 1 quiz,0.45
3,20:46:47,S251,Week 1 homework,0.5
3,20:47:43,S276,Week 1 quiz,0.48
3,20:47:51,S347,Week 1 homework,0.5
3,20:48:26,S017,Week 1 quiz,0.42
3,20:48:59,S367,Week 1 homework,0.5
3,20:49:36,S336,Week 1 quiz,0.50
3,20:49:55,S197,Week 1 quiz,0.43
