Day,Time,Student,Activity,Score
2,17:24:18,S402,Week 1 quiz,0.45
2,17:26:24,S090,Week 1 quiz,0.44
2,17:27:49,S247,Week 1 quiz,0.48
2,17:29:05,S206,Week 1 quiz,0.50
2,17:30:00,S150,Week 1 quiz,0.45
2,17:31:49,S076,Week 1 quiz,0.47
2,17:33:03,S247,Week 1 quiz,0.03
2,17:37:49,S076,Week 1 quiz,0.50
2,17:39:32,S326,Week 1 quiz,0.48
2,17:39:41,S247,Week 1 quiz,0.50
2,17:42:27,S081,Week 1 quiz,0.48
2,17:42:30,S231,Week 1 quiz,0.31
2,17:44:44,S326,Week 1 quiz,0.50
2,17:45:02,S136,Week 1 homework,0.5
2,17:45:28,S312,Week 1 homework,0.5
2,17:50:32,S361,Week 1 homework,0.5
2,17:54:45,S411,Week 1 homework,0.26
2,17:57:11,S361,Week 1 quiz,0.42
2,17:58:26,S085,Week 1 quiz,0.49
2,17:58:37,S206,Week 1 homework,0.5
2,17:59:11,S411,Week 1 quiz,0.41
2,17:59:51,S090,Week 1 homework,0.5
2,18:01:43,S221,Week 1 quiz,0.50
2,18:01:57,S085,Week 1 homework,0.29
2,18:04:03,S326,Week 1 homework,0.5
2,18:08:16,S405,Week 1 homework,0.26
2,18:11:46,S024,Week 1 homework,0.5
2,18:27:24,S063,Week 1 quiz,0.35
2,18:27:44,S355,Week 1 homework,-
2,18:28:24,S076,Week 1 homework,0.26
2,18:31:17,S456,Week 1 quiz,0.38
2,18:31:33,S355,Week 1 homework,0.5
2,18:44:57,S456,Week 1 quiz,0.45
2,18:46:22,S063,Week 1 quiz,0.45
2,18:50:23,S461,Week 1 quiz,0.47
2,18:52:54,S145,Week 1 homework,0.5
2,18:58:42,S456,Week 1 quiz,0.43
2,18:59:51,S098,Week 1 quiz,0.38
2,19:00:02,S440,Week 1 homework,0.26
2,19:01:29,S440,Week 1 homework,0.5
2,19:03:37,S319,Week 1 quiz,0.49
2,19:06:12,S456,Week 1 quiz,0.48
2,19:09:06,S282,Week 1 homework,0.5
2,19:10:34,S079,Week 1 homework,-
2,19:13:29,S079,Week 1 homework,0.5
2,19:14:34,S456,Week 1 quiz,0.48
2,19:15:26,S282,Week 1 quiz,0.38
2,19:16:06,S440,Week 1 quiz,0.47
2,19:16:25,S319,Week 1 quiz,0.49
2,19:16:36,S461,Week 1 quiz,0.47
2,19:17:11,S063,Week 1 homework,0.5
2,19:20:19,S461,Week 1 quiz,0.47
2,19:22:41,S098,Week 1 quiz,0.44
2,19:23:52,S400,Week 1 homework,0.5
2,19:24:00,S440,Week 1 quiz,0.47
2,19:24:37,S092,Week 1 quiz,0.48
2,19:25:02,S035,Week 1 quiz,0.46
2,19:26:16,S461,Week 1 quiz,0.00
2,19:26:39,S461,Week 1 quiz,0.00
2,19:27:11,S461,Week 1 quiz,0.03
2,19:29:27,S282,Week 1 quiz,0.41
2,19:29:37,S109,Week 1 quiz,0.44
2,19:31:38,S035,Week 1 quiz,0.49
2,19:32:03,S319,Week 1 homework,0.5
2,19:33:29,S098,Week 1 quiz,0.48
2,19:35:17,S207,Week 1 quiz,0.46
2,19:35:35,S035,Week 1 quiz,0.50
2,19:39:54,S461,Week 1 quiz,0.50
2,19:44:56,S098,Week 1 quiz,0.50
2,19:46:20,S414,Week 1 homework,0.5
2,19:54:04,S166,Week 1 quiz,0.43
2,19:54:16,S231,Week 1 quiz,0.36
2,19:57:31,S327,Week 1 quiz,0.30
2,20:00:54,S231,Week 1 quiz,0.43
2,20:01:12,S292,Week 1 quiz,0.46
2,20:06:41,S034,Week 1 quiz,0.47
2,20:08:16,S207,Week 1 homework,0.26
2,20:08:39,S414,Week 1 quiz,0.44
2,20:10:17,S142,Week 1 homework,0.5
2,20:10:31,S207,Week 1 homework,0.5
2,20:11:48,S142,Week 1 quiz,0.42
2,20:16:23,S109,Week 1 quiz,0.50
2,20:17:21,S399,Week 1 quiz,0.48
2,20:18:31,S166,Week 1 homework,0.5
2,20:23:47,S142,Week 1 quiz,0.48
2,20:25:28,S414,Week 1 quiz,0.44
2,20:27:20,S292,Week 1 quiz,0.50
2,20:29:58,S414,Week 1 quiz,0.50
2,20:33:06,S231,Week 1 homework,0.5
2,20:45:44,S411,Week 1 homework,0.5
2,20:45:53,S202,Week 1 quiz,0.49
2,20:46:29,S411,Week 1 quiz,0.42
2,20:47:50,S255,Week 1 homework,0.06
2,20:49:43,S195,Week 1 homework,0.0
2,20:50:24,S109,Week 1 homework,0.5
2,20:51:24,S087,Week 1 quiz,0.41
2,20:51:39,S292,Week 1 homework,0.5
2,20:51:53,S411,Week 1 quiz,0.47
2,20:52:28,S277,Week 1 quiz,0.38
2,20:53:05,S002,Week 1 homework,0.26
2,20:53:51,S043,Week 1 homework,0.5
2,20:53:55,S057,Week 1 quiz,0.50
2,20:54:04,S297,Week 1 quiz,0.43
2,20:54:24,S424,Week 1 homework,0.5
2,20:54:54,S424,Week 1 quiz,0.40
2,20:55:22,S402,Week 1 homework,0.5
2,20:56:10,S242,Week 1 quiz,0.49
2,20:56:30,S100,Week 1 homework,0.5
2,20:56:36,S411,Week 1 quiz,0.48
2,20:57:28,S002,Week 1 homework,0.5
2,20:58:21,S195,Week 1 homework,0.5
2,20:58:54,S166,Week 1 quiz,0.43
2,20:59:44,S153,Week 1 quiz,0.44
2,21:00:20,S038,Week 1 homework,0.5
2,21:01:22,S411,Week 1 quiz,0.48
2,21:01:52,S202,Week 1 quiz,0.50
2,21:02:48,S456,Week 1 quiz,0.48
2,21:04:23,S255,Week 1 homework,0.5
2,21:04:32,S411,Week 1 quiz,0.49
2,21:04:56,S166,Week 1 quiz,0.45
2,21:06:32,S461,Week 1 homework,0.5
2,21:09:15,S411,Week 1 quiz,0.50
2,21:10:11,S150,Week 1 homework,0.5
2,21:10:28,S166,Week 1 quiz,0.49
2,21:11:07,S456,Week 1 quiz,0.50
2,21:11:11,S451,Week 1 quiz,0.38
2,21:14:12,S059,Week 1 homework,0.5
2,21:14:50,S420,Week 1 homework,0.5
2,21:15:36,S202,Week 1 homework,0.26
2,21:16:57,S451,Week 1 quiz,0.43
2,21:20:22,S149,Week 1 quiz,0.41
2,21:20:44,S166,Week 1 quiz,0.49
2,21:20:47,S116,Week 1 quiz,0.47
2,21:20:58,S242,Week 1 quiz,0.50
2,21:22:11,S202,Week 1 homework,0.5
2,21:22:36,S451,Week 1 quiz,0.46
2,21:23:11,S424,Week 1 homework,0.5
2,21:25:03,S166,Week 1 quiz,0.49
2,21:26:46,S045,Week 1 homework,0.5
2,21:27:35,S166,Week 1 quiz,0.49
2,21:29:43,S098,Week 1 homework,0.5
2,21:33:38,S166,Week 1 quiz,0.50
2,21:34:40,S044,Week 1 quiz,0.47
2,21:35:49,S456,Week 1 homework,0.26
2,21:38:24,S004,Week 1 quiz,0.50
2,21:38:41,S149,Week 1 quiz,0.40
2,21:39:07,S414,Week 1 homework,0.26
2,21:39:42,S242,Week 1 homework,0.26
2,21:39:42,S456,Week 1 homework,0.5
2,21:41:52,S242,Week 1 homework,0.5
2,21:42:29,S414,Week 1 homework,0.5
2,21:46:29,S004,Week 1 homework,0.5
2,21:49:17,S297,Week 1 quiz,0.48
2,21:55:20,S084,Week 1 homework,0.5
2,21:57:41,S044,Week 1 quiz,0.49
2,21:57:44,S383,Week 1 homework,0.26
2,21:59:00,S149,Week 1 homework,0.03
2,22:01:23,S382,Week 1 quiz,0.43
2,22:01:37,S149,Week 1 homework,0.26
2,22:06:24,S149,Week 1 homework,0.5
2,22:07:30,S350,Week 1 quiz,0.43
2,22:09:01,S044,Week 1 quiz,0.50
2,22:12:07,S425,Week 1 homework,0.24
2,22:14:36,S425,Week 1 homework,0.26
2,22:15:13,S425,Week 1 homework,0.5
2,22:16:20,S429,Week 1 homework,0.5
2,22:16:42,S382,Week 1 quiz,0.46
2,22:19:12,S124,Week 1 quiz,0.44
2,22:20:37,S282,Week 1 homework,0.24
2,22:22:14,S318,Week 1 quiz,0.42
2,22:23:09,S282,Week 1 homework,0.5
2,22:24:47,S425,Week 1 quiz,0.49
2,22:26:40,S382,Week 1 quiz,0.48
2,22:28:11,S124,Week 1 quiz,0.48
2,22:31:13,S076,Week 1 homework,0.5
2,22:31:54,S382,Week 1 quiz,0.50
2,22:32:29,S124,Week 1 quiz,0.50
2,22:34:32,S297,Week 1 homework,0.5
2,22:37:42,S304,Week 1 homework,0.26
2,22:41:13,S091,Week 1 quiz,0.27
2,22:44:24,S304,Week 1 homework,0.5
2,22:47:49,S362,Week 1 quiz,0.48
2,22:49:12,S178,Week 1 homework,0.26
2,22:49:53,S318,Week 1 quiz,0.49
2,22:51:34,S139,Week 1 quiz,0.50
2,22:53:03,S178,Week 1 homework,0.5
2,22:55:32,S467,Week 1 quiz,0.48
2,23:00:11,S091,Week 1 quiz,0.37
2,23:01:39,S382,Week 1 homework,0.5
2,23:07:38,S091,Week 1 quiz,0.43
2,23:16:15,S218,Week 1 homework,0.5
2,23:23:00,S004,Week 1 homework,0.5
2,23:23:57,S265,Week 1 quiz,0.44
2,23:43:17,S417,Week 1 homework,0.5
3,00:18:35,S003,Week 1 homework,0.5
3,00:42:39,S244,Week 1 homework,0.26
3,00:44:05,S244,Week 1 homework,0.5
3,01:13:11,S237,Week 1 quiz,0.38
3,01:20:18,S237,Week 1 quiz,0.47
3,01:23:24,S237,Week 1 quiz,0.45
3,01:27:24,S237,Week 1 quiz,0.48
3,01:31:38,S237,Week 1 quiz,0.50
3,01:45:48,S137,Week 1 quiz,0.46
3,02:00:08,S137,Week 1 quiz,0.50
3,02:19:47,S137,Week 1 homework,0.26
3,02:22:43,S137,Week 1 homework,0.5
3,08:10:19,S426,Week 1 quiz,0.43
3,08:19:57,S347,Week 1 quiz,0.44
3,08:22:56,S454,Week 1 quiz,0.38
3,08:32:42,S426,Week 1 quiz,0.44
3,08:39:08,S454,Week 1 quiz,0.35
3,08:53:22,S027,Week 1 quiz,0.45
3,08:57:02,S409,Week 1 quiz,0.49
3,09:00:31,S426,Week 1 homework,0.5
3,09:05:15,S027,Week 1 quiz,0.45
3,09:10:04,S027,Week 1 quiz,0.49
3,09:10:14,S409,Week 1 quiz,0.50
3,09:10:35,S347,Week 1 homework,0.5
3,09:17:31,S409,Week 1 homework,0.5
3,09:42:16,S027,Week 1 homework,0.5
3,09:57:30,S304,Week 1 quiz,0.32
3,10:03:15,S134,Week 1 quiz,0.31
3,10:24:53,S304,Week 1 quiz,0.44
3,10:35:57,S033,Week 1 homework,0.26
3,10:37:52,S054,Week 1 quiz,0.42
3,10:41:36,S378,Week 1 homework,0.0
3,10:42:57,S033,Week 1 homework,0.5
3,10:46:05,S141,Week 1 quiz,0.42
3,10:47:51,S383,Week 1 quiz,0.46
3,10:49:11,S354,Week 1 quiz,0.46
3,10:49:22,S430,Week 1 quiz,0.42
3,10:49:32,S341,Week 1 quiz,0.47
3,10:51:50,S378,Week 1 homework,0.5
3,10:53:31,S115,Week 1 homework,0.5
3,10:56:22,S134,Week 1 quiz,0.30
3,10:56:39,S405,Week 1 quiz,0.34
3,11:01:12,S368,Week 1 quiz,0.49
3,11:01:52,S094,Week 1 quiz,0.38
3,11:05:04,S081,Week 1 homework,0.5
3,11:05:04,S134,Week 1 quiz,0.38
3,11:06:10,S033,Week 1 quiz,0.43
3,11:07:24,S203,Week 1 quiz,0.46
3,11:09:20,S134,Week 1 quiz,0.40
3,11:09:20,S430,Week 1 quiz,0.45
3,11:11:12,S384,Week 1 quiz,0.45
3,11:12:35,S368,Week 1 homework,0.5
3,11:12:48,S094,Week 1 quiz,0.43
3,11:13:23,S154,Week 1 quiz,0.43
3,11:17:22,S199,Week 1 quiz,0.50
3,11:18:05,S430,Week 1 quiz,0.49
3,11:21:28,S094,Week 1 quiz,0.46
3,11:24:01,S342,Week 1 quiz,0.48
3,11:25:44,S383,Week 1 quiz,0.43
3,11:25:52,S358,Week 1 quiz,0.48
3,11:26:31,S219,Week 1 homework,0.5
3,11:27:20,S094,Week 1 quiz,0.47
3,11:33:51,S154,Week 1 quiz,0.45
3,11:34:26,S342,Week 1 quiz,0.48
3,11:34:51,S094,Week 1 quiz,0.00
3,11:35:24,S430,Week 1 homework,0.5
3,11:35:46,S094,Week 1 quiz,0.00
3,11:37:36,S342,Week 1 quiz,0.50
3,11:37:49,S094,Week 1 quiz,0.00
3,11:38:17,S094,Week 1 quiz,0.00
3,11:41:29,S048,Week 1 quiz,0.31
3,11:45:56,S154,Week 1 quiz,0.48
3,11:48:15,S094,Week 1 quiz,0.00
3,11:48:53,S094,Week 1 quiz,0.00
3,11:51:09,S154,Week 1 quiz,0.50
3,11:52:51,S094,Week 1 quiz,0.03
3,11:53:51,S094,Week 1 quiz,0.03
3,11:54:08,S094,Week 1 quiz,0.50
3,11:54:29,S203,Week 1 homework,0.5
3,11:54:52,S286,Week 1 quiz,0.48
3,11:59:00,S289,Week 1 quiz,0.44
3,12:01:07,S199,Week 1 homework,0.5
3,12:01:58,S342,Week 1 homework,0.26
3,12:02:02,S444,Week 1 homework,0.5
3,12:04:06,S342,Week 1 homework,0.5
3,12:11:51,S416,Week 1 homework,0.5
3,12:13:05,S416,Week 1 quiz,0.30
3,12:14:17,S259,Week 1 homework,0.26
3,12:14:55,S259,Week 1 homework,0.5
3,12:16:21,S289,Week 1 quiz,0.50
3,12:18:18,S421,Week 1 quiz,0.46
3,12:20:27,S041,Week 1 quiz,0.38
3,12:27:08,S449,Week 1 homework,0.5
3,12:28:39,S354,Week 1 homework,0.5
3,12:29:32,S341,Week 1 homework,0.5
3,12:30:02,S041,Week 1 quiz,0.47
3,12:32:16,S187,Week 1 quiz,0.47
3,12:35:04,S449,Week 1 quiz,0.40
3,12:37:04,S275,Week 1 quiz,0.48
3,12:37:56,S354,Week 1 quiz,0.50
3,12:38:12,S289,Week 1 homework,0.5
3,12:39:31,S341,Week 1 quiz,0.48
3,12:40:50,S421,Week 1 quiz,0.48
3,12:42:17,S286,Week 1 homework,0.5
3,12:45:46,S141,Week 1 quiz,0.50
3,12:46:30,S225,Week 1 quiz,0.48
3,12:47:30,S209,Week 1 homework,0.5
3,12:47:47,S341,Week 1 quiz,0.49
3,12:50:26,S175,Week 1 quiz,0.46
3,12:51:07,S214,Week 1 homework,0.26
3,12:52:05,S352,Week 1 quiz,0.38
3,12:52:34,S341,Week 1 quiz,0.50
3,12:57:05,S214,Week 1 homework,0.5
3,12:57:52,S024,Week 1 quiz,0.36
3,13:01:25,S141,Week 1 homework,0.5
3,13:04:01,S384,Week 1 quiz,0.50
3,13:04:19,S334,Week 1 homework,0.0
3,13:04:41,S024,Week 1 quiz,0.46
3,13:04:46,S335,Week 1 quiz,0.41
3,13:05:43,S229,Week 1 quiz,0.44
3,13:05:58,S334,Week 1 homework,0.5
3,13:08:30,S352,Week 1 quiz,0.43
3,13:15:24,S073,Week 1 homework,0.26
3,13:16:22,S073,Week 1 homework,0.5
